qKfz(t)(1);Statusflag;qKfz(t)(2);Statusflag;qKfz(t)(3);Statusflag;qPkw(t)(1);Statusflag;qPkw(t)(2);Statusflag;qPkw(t)(3);Statusflag;qLkw(t)(1);Statusflag;qLkw(t)(2);Statusflag;qLkw(t)(3);Statusflag;vKfz(t)(1);Statusflag;vKfz(t)(2);Statusflag;vKfz(t)(3);Statusflag;vPkw(t)(1);Statusflag;vPkw(t)(2);Statusflag;vPkw(t)(3);Statusflag;vLkw(t)(1);Statusflag;vLkw(t)(2);Statusflag;vLkw(t)(3);Statusflag;vgKfz(t)(1);Statusflag;vgKfz(t)(2);Statusflag;vgKfz(t)(3);Statusflag;b(t)(1);Statusflag;b(t)(2);Statusflag;b(t)(3);Statusflag;aLkw(1);Statusflag;aLkw(2);Statusflag;aLkw(3);Statusflag;kKfz(1);Statusflag;kKfz(2);Statusflag;kKfz(3);Statusflag;kLkw(1);Statusflag;kLkw(2);Statusflag;kLkw(3);Statusflag;kPkw(1);Statusflag;kPkw(2);Statusflag;kPkw(3);Statusflag;qB(1);Statusflag;qB(2);Statusflag;qB(3);Statusflag;kB(1);Statusflag;kB(2);Statusflag;kB(3);Statusflag;QKfz;Statusflag;QLkw;Statusflag;QPkw;Statusflag;VKfz;Statusflag;VLkw;Statusflag;VPkw;Statusflag;VgKfz;Statusflag;B;Statusflag;Bmax;Statusflag;SKfz;Statusflag;Alkw;Statusflag;KKfz;Statusflag;KLkw;Statusflag;KPkw;Statusflag;QB;Statusflag;KB;Statusflag;VDelta;Statusflag
336660;1 Intp ;300060;0,97 Intp ;336660;1;299820;0,97 Intp nErf ;60180;0,97 Intp nErf ;299820;0,97 Intp nErf ;6180;1 Intp ;3540;0,97 Intp ;6180;1;74;1 nErf ;127;0,97 Intp nErf ;111;1 nErf ;111;1 Intp ;163;0,97 Intp ;111;1;74;1;89;0,97 Intp ;101;1;97;0,9409 Intp ;36;1;13;1;59;0,9409 Intp ;35;1;25;1;2;1 Intp ;1;0,9409 Intp ;2;1;4549;1 Intp ;2363;0,9409 Intp ;3033;1;84;1 Intp ;40;0,9409 Intp ;61;1;2701;0,97 Intp ;369;0,9409 Intp ;2701;0,97 Intp ;314467;0,985 Intp ;67127;0,95545 Intp ;309708;0,985 Intp ;4250;0,985 Intp ;529;0,9267865 Intp ;2790;0,985 Intp ;10638960;0,99 Intp ;299580;0,99 Intp ;5377860;0,97 Intp ;9;0,970497 Intp ;5;0,970497 Intp ;14;0,931491 Intp ;4;0,960597 Intp ;1000;0,9803 Intp ;59;0,9409 Intp ;51;0,4915083059 Intp ;3;0,9801 Intp ;1182107;0,96079203 Intp ;59916;0,96079203 Intp ;384133;0,90354627 Intp ;6180734;0,95574203 Intp ;686748;0,9275447729 Intp ;38;0,985 Intp 
600060;0,97 Intp ;27660;1;539520;1;0;1 nErf ;21660;1 nErf ;299820;0,97 Intp nErf ;5340;0,97 Intp ;3540;0,97 Intp ;17700;1;157;0,97 Intp nErf ;125;1 nErf ;31;1 nErf ;255;0 Fehl nErm ;133;1;31;1;113;0,97 Intp ;89;0,97 Intp ;30;1;97;0,9409 Intp ;97;0,97 Intp ;17;1;255;0 Fehl Impl nErm ;9;1;42;1;1;0,9409 Intp ;13;0,9409 Intp ;3;1;3822;0,9409 Intp ;221;1;17404;1;47;0,9409 Intp ;40;0,9409 Intp ;590;1;97;1;163;1;9672;0,97 Intp ;255;0 Fehl nErm ;27943;0,977725 Intp ;324954;0,985 Intp ;255;0 Fehl nErm ;224;0,977725 Intp ;10482;0,985 Intp ;11806200;0,99 Intp ;326160;0,98 Intp ;5699340;0,99 Intp ;10;0,970497 Intp ;4;0,941388 Intp ;2;0,9801 Intp ;6;0,95128209 Intp ;1052;1;42;1;37;0,4915083059 Intp ;3;0,9702 Intp ;1180620;0,96079203 Intp ;81540;0,92256024 Intp ;2849670;0,970299 Intp ;6514740;0,96576456 Intp ;651474;0,9372716082 Intp ;57;0,9925 Intp 
600060;0,97 Intp ;256440;1;320940;1;120180;0,97 Intp nErf ;60180;0,97 Intp nErf ;293820;1 nErf ;27120;1 Intp ;3540;0,97 Intp ;27120;1;72;1 nErf ;67;1 nErf ;108;1 nErf ;72;1;70;1;118;1;5;1 Intp ;37;1;5;1;97;0,9409 Intp ;97;0,97 Intp ;62;1;59;0,9409 Intp ;2;1;42;1;5;1 Intp ;1;0,9409 Intp ;8;1;8334;0,97 Intp ;3827;1;2972;1;5424;1 Intp ;96;0,97 Intp ;5424;1;1669;0,97 Intp ;860;0,97 Intp ;2490;1;192590;0,985 Intp ;66220;0,97 Intp ;393079;1;2675;0,985 Intp ;988;0,97 Intp ;3640;1;12983640;0,99 Intp ;383940;0,99 Intp ;6173520;0,98 Intp ;7;0,9801 Intp ;1;0,9801 Intp ;8;0,9604 Intp ;8;0,95128209 Intp ;1155;0,9803 Intp ;59;0,9409 Intp ;26;0,4950745012 Intp ;3;0,9801 Intp ;1854806;0,970299 Intp ;383940;0,970299 Intp ;771690;0,941192 Intp ;7187122;0,97027375 Intp ;1026732;0,9509653024 Intp ;19;1
600060;0,97 Intp ;300060;0,97 Intp ;35820;1;120180;0,97 Intp nErf ;60180;0,97 Intp nErf ;31380;1 nErf ;0;1;2460;1;4440;1;71;1 nErf ;101;1 nErf ;29;1 nErf ;71;1;101;1;25;1;255;0 Fehl nErm ;44;1;58;1;97;0,9409 Intp ;21;1;55;1;59;0,9409 Intp ;48;1;16;1;0;1 Intp ;1;1 Intp ;12;1;8452;0,97 Intp ;2971;0,97 Intp ;1235;1;19;1;56;1;77;1;1693;0,97 Intp ;596;0,97 Intp ;1255;1;255;0 Fehl nErm ;64746;0,985 Intp ;37596;1;255;0 Fehl nErm ;641;0,985 Intp ;1296;1;13919580;0,98 Intp ;390840;1;6385260;0,98 Intp ;5;0,9604 Intp ;1;1;2;0,9604 Intp ;5;0,94167318 Intp ;1278;0,9803 Intp ;59;0,9409 Intp ;36;0,49029602 Intp ;3;0,98 Intp ;2783916;0,941192 Intp ;390840;1;3192630;0,941192 Intp ;7370177;0,9801 Intp ;1474035;0,94128804 Intp ;47;1
325560;1 Intp ;232620;1;325560;1;299820;0,97 Intp nErf ;60180;0,97 Intp nErf ;299820;0,97 Intp nErf ;18660;1 Intp ;3540;0,97 Intp ;18660;1;157;0,97 Intp nErf ;127;0,97 Intp nErf ;21;1 nErf ;16;1 Intp ;163;0,97 Intp ;16;1;113;0,97 Intp ;70;1;96;1;71;1;97;0,9409 Intp ;97;0,97 Intp ;255;0 Fehl Impl nErm ;5;1;4;1;6;1 Intp ;2;0,9409 Intp ;6;1;2074;0,97 Intp ;1832;0,97 Intp ;15503;1;165;0,97 Intp ;51;0,97 Intp ;194;1;18739;0,97 Intp ;369;0,9409 Intp ;18739;0,97 Intp ;337140;0,9775 Intp ;67548;0,962725 Intp ;325944;0,985 Intp ;2147;0,948175 Intp ;532;0,93384325 Intp ;15521;0,985 Intp ;14803320;1 Intp ;431700;0,99 Intp ;7045080;0,97 Intp ;6;0,98 Intp ;10;0,9702 Intp ;3;0,931491 Intp ;5;0,9703 Intp ;1288;1;5;1;31;0,49255 Intp ;3;0,99 Intp ;2467220;0,98 Intp ;43170;0,960498 Intp ;2348360;0,90354627 Intp ;8124330;0,9556685225 Intp ;1354055;0,936555152 Intp ;60;0,9775 Intp 
600060;0,97 Intp ;232320;1;217800;1;0;1 nErf ;60180;0,97 Intp nErf ;192840;1 nErf ;5340;0,97 Intp ;120;1;24960;1;3;1 nErf ;127;0,97 Intp nErf ;103;1 nErf ;255;0 Fehl nErm ;163;0,97 Intp ;115;1;3;1;89;0,97 Intp ;13;1;97;0,97 Intp ;97;0,9409 Intp ;58;1;27;1;40;1;42;1;1;0,9409 Intp ;0;1;11;1;200020;0,97 Intp ;1829;0,97 Intp ;2115;1;1780;0,97 Intp ;1;0,97 Intp ;1920;1;97;1;369;0,9409 Intp ;1677;1;255;0 Fehl nErm ;60415;0,97 Intp ;278702;1;255;0 Fehl nErm ;476;0,9409 Intp ;2706;1;15853500;0,99 Intp ;462120;0,99 Intp ;7298100;0,99 Intp ;3;0,9702 Intp ;1;0,9702 Intp ;4;0,970497 Intp ;6;0,950994 Intp ;1397;1;42;1;28;0,4913983787 Intp ;3;0,9801 Intp ;5284500;0,960498 Intp ;462120;0,960498 Intp ;1824525;0,96079203 Intp ;8481127;0,9753225075 Intp ;2827042;0,9462578968 Intp ;84;0,985 Intp 
162720;1 Intp ;300060;0,97 Intp ;162720;1;161520;1 Intp nErf ;60180;0,97 Intp nErf ;161520;1 nErf ;1200;1 Intp ;3540;0,97 Intp ;1200;1;157;0,97 Intp nErf ;127;0,97 Intp nErf ;84;1 nErf ;84;1 Intp ;163;0,97 Intp ;84;1;113;0,97 Intp ;89;0,97 Intp ;34;1;32;1;97;0,97 Intp ;97;0,97 Intp ;8;1;45;1;37;1;1;1 Intp ;1;0,9409 Intp ;1;1;1036;0,97 Intp ;2363;0,9409 Intp ;1937;1;11;0,97 Intp ;40;0,9409 Intp ;35;1;1923;1 Intp ;369;0,9409 Intp ;1923;1;163920;0,9925 Intp ;67127;0,95545 Intp ;164400;1;1044;0,962725 Intp ;529;0,9267865 Intp ;1957;1;16479000;0,99 Intp ;468060;0,99 Intp ;7681320;0,99 Intp ;5;0,960597 Intp ;1;0,960597 Intp ;5;0,970497 Intp ;3;0,960597 Intp ;1487;1;45;1;34;0,4878559508 Intp ;3;0,9801 Intp ;3295800;0,95099103 Intp ;468060;0,95099103 Intp ;1536264;0,96079203 Intp ;8888915;0,972945765 Intp ;1777783;0,934608783 Intp ;35;0,9775 Intp 
243720;1 Intp ;300060;0,97 Intp ;243720;1;238800;1 Intp nErf ;60180;0,97 Intp nErf ;238800;1 nErf ;4920;1 Intp ;2520;1;4920;1;157;0,97 Intp nErf ;33;1 nErf ;96;1 nErf ;97;1 Intp ;33;1;97;1;113;0,97 Intp ;71;1;30;1;97;0,9409 Intp ;90;1;89;1;255;0 Fehl Impl nErm ;1;1;21;1;2;1 Intp ;1;1 Intp ;2;1;1552;0,97 Intp ;9093;0,97 Intp ;2539;1;44;0,97 Intp ;35;1;164;1;2462;1 Intp ;1824;0,97 Intp ;2462;1;248640;0,9925 Intp ;63960;0,985 Intp ;252281;1;1584;0,962725 Intp ;1938;0,985 Intp ;2628;1;17266500;0,99 Intp ;480420;1 Intp ;8219100;0,99 Intp ;4;0,9702 Intp ;2;0,99 Intp ;6;0,9801 Intp ;4;0,960597 Intp ;1510;1;21;1;27;0,4913983787 Intp ;3;0,99 Intp ;4316625;0,960498 Intp ;240210;0,99 Intp ;1369850;0,970299 Intp ;9458584;0,987525 Intp ;2364646;0,958096755 Intp ;100;0,9925 Intp 
10860;1 Intp ;255;0 Fehl Intp Impl nErm ;10860;1;120180;0,97 Intp nErf ;120180;0,97 Intp nErf ;2760;1 nErf ;8100;1 Intp ;255;0 Fehl Intp Impl nErm ;8100;1;88;1 nErf ;10;1 nErf ;92;1 nErf ;45;1 Intp ;255;0 Fehl Intp Impl nErm ;45;1;113;0,97 Intp ;2;1;108;1;97;0,9409 Intp ;46;1;67;1;52;1;49;1;39;1;75;1 Intp ;255;0 Fehl nErm ;75;1;123;1 Intp ;255;0 Fehl nErm ;118;1;72;0,97 Intp ;255;0 Fehl nErm ;75;1;2671;0,97 Intp ;137;1;61;1;136380;0,9775 Intp ;255;0 Fehl nErm ;14100;1;1550;0,9775 Intp ;255;0 Fehl nErm ;153;1;17288221;1 Intp ;496621;1 Intp ;8462220;0,98 Intp ;0;1 Intp ;4;0,99 Intp ;1;0,9604 Intp ;0;0,9803 Intp ;1650;1;52;1;4;0,5 Intp ;3;1 Intp ;491;1;124155;0,99 Intp ;8462220;0,941192 Intp ;9703772;0,9776 Intp ;449;1 Intp ;80;1
600060;0,97 Intp ;183600;1;508140;1;120180;0,97 Intp nErf ;60180;0,97 Intp nErf ;299820;0,97 Intp nErf ;5340;0,97 Intp ;3540;0,97 Intp ;26520;1;89;1 nErf ;13;1 nErf ;114;1 nErf ;197;0,97 Intp ;8;1;116;1;62;1;41;1;85;1;13;1;57;1;97;0,97 Intp ;59;0,9409 Intp ;40;1;5;1;1;0,9409 Intp ;2;0,9409 Intp ;5;1;6742;0,97 Intp ;14123;1;4457;1;86;0,97 Intp ;86;0,97 Intp ;312;1;610;0,9409 Intp ;7522;0,97 Intp ;2585;0,97 Intp ;138069;0,962725 Intp ;65490;0,97 Intp ;353390;0,985 Intp ;1551;0,962725 Intp ;5038;0,97 Intp ;3100;0,985 Intp ;18580021;0,99 Intp ;532021;0,98 Intp ;8942400;0,97 Intp ;6;0,9801 Intp ;5;0,9604 Intp ;7;0,931491 Intp ;4;0,9702 Intp ;1754;0,9803 Intp ;59;0,9409 Intp ;50;0,4950745012 Intp ;3;0,9702 Intp ;3096670;0,970299 Intp ;106404;0,941192 Intp ;1277486;0,90354627 Intp ;10293733;0,948513295 Intp ;1715622;0,9296378804 Intp ;86;1
434220;1 Intp ;598080;1;434220;1;415140;1 Intp nErf ;585480;1 nErf ;415140;1 nErf ;19080;1 Intp ;12600;1;19080;1;61;0,97 Intp nErf ;55;1 nErf ;140;1 nErf ;145;1 Intp ;55;1;145;1;61;0,9409 Intp ;61;0,97 Intp ;61;0,97 Intp ;61;0,97 Intp ;80;1;61;0,97 Intp ;76;1;31;0,9409 Intp ;52;1;4;1 Intp ;2;1;4;1;7118;0,97 Intp ;10874;1;3102;1;313;0,9409 Intp ;207;0,97 Intp ;313;0,97 Intp ;2863;1 Intp ;10645;1;2863;1;469327;0,985225 Intp ;604380;0,9925 Intp ;473906;0,9925 Intp ;7694;0,95566825 Intp ;10989;0,9925 Intp ;3385;0,9925 Intp ;20046541;1 Intp ;582781;1 Intp ;10358160;1 Intp ;6;0,99 Intp ;5;0,9603 Intp ;15;1 Intp ;5;0,98 Intp ;1913;0,9803 Intp ;76;1;25;0,4962625 Intp ;3;1 Intp ;3341090;0,99 Intp ;116556;0,9603 Intp ;690544;1 Intp ;11931669;0,990075 Intp ;1988612;0,98017425 Intp ;38;0,9925 Intp 
3181500;1;555660;1;259560;1;2916540;1 nErf ;529080;1 nErf ;232200;1 nErf ;264960;1;26580;1;27360;1;65;1 nErf ;175;1 nErf ;31;0,97 Intp nErf ;62;1;184;1;47;0,97 Intp ;95;1;61;0,9409 Intp ;61;0,97 Intp ;119;1;66;1;74;1;31;0,97 Intp ;31;0,9409 Intp ;31;0,97 Intp ;8;1;5;1;11;1;48946;1;3175;1;8373;0,97 Intp ;2789;1;436;0,9409 Intp ;449;0,97 Intp ;47041;1;2875;1;4940;0,97 Intp ;3446460;1;589383;0,985225 Intp ;270504;0,985 Intp ;53022;1;3368;0,985225 Intp ;8726;0,95545 Intp ;24043261;1;901681;1;14035980;1;13;0,99 Intp ;32;0,9703 Intp ;21;0,99 Intp ;18;1;2006;0,9603 Intp ;31;0,97 Intp ;89;0,4962625 Intp ;4;1;1849482;0,99 Intp ;28178;0,9703 Intp ;668380;0,99 Intp ;16290182;0,990075 Intp ;1253091;0,98017425 Intp ;124;0,9925 Intp 
